,Name,Strand,Start,Stop,Note,Genome,Counts
36,yabG,+,51680,52552,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10714992%2C 11040425%2C 16751597%2C 19060142%3B Product type cp: cell process',NC_000964.3,0
37,veg,+,52763,53023,Evidence 4: Homologs of previously reported genes of unknown function%3B PubMedId: 12761295,NC_000964.3,0
38,sspF,+,53183,53368,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11092849%2C 7959056%2C 8982008%3B Product type cp: cell process',NC_000964.3,0
39,ipk,+,53516,54385,An essential enzyme in the nonmevalonate pathway of isopentenyl diphosphate and dimethylallyl diphosphate biosynthesis,NC_000964.3,0
40,purR,+,54441,55298,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11591660%2C 12837783%2C 12837784%2C 15629952%2C 16163456%3B Product type r: regulator',NC_000964.3,1
41,yabJ,+,55295,55672,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 12515541%2C 14729707%2C 10557275%2C 10919400%2C 10368157%3B Product type pe: enzyme',NC_000964.3,0
42,spoVG,+,55866,56159,'stage V sporulation protein G%3B essential for spore formation and a negative regulator of asymmetric septation in Bacillus%3B involved in methicillin-resistance%2C biofilm formation and capsular polysaccharide synthesis in Staphylococcus',NC_000964.3,2
43,glmU,+,56352,57722,forms a homotrimer%3B catalyzes the acetylation of glucosamine-1-phosphate and uridylation of N-acetylglucosamine-1-phosphate to produce UDP-GlcNAc%3B function in cell wall synthesis,NC_000964.3,0
44,prs,+,57745,58698,catalyzes the formation of 5-phospho-alpha-D-ribose 1-phosphate from D-ribose 5-phosphate and ATP,NC_000964.3,0
45,ctc,+,58783,59397,'the Ctc family of proteins consists of two types%2C one that contains the N-terminal ribosomal protein L25 domain only which in Escherichia coli binds the 5S rRNA while a subset of proteins contain a C-terminal extension that is involved in the stress response',NC_000964.3,0
46,pth,+,59504,60070,Enables the recycling of peptidyl-tRNAs produced at termination of translation,NC_000964.3,0
47,yabK,+,60130,60360,Evidence 4: Homologs of previously reported genes of unknown function,NC_000964.3,0
48,mfd,+,60430,63963,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11065368%2C 16950921%2C 8594198%2C 9535092%3B Product type f: factor',NC_000964.3,0
49,spoVT,+,64099,64635,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 15063493%2C 15939023%2C 16159768%2C 18996130%2C 8755877%3B Product type r: regulator',NC_000964.3,0
50,yabM,+,64817,66415,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type pt: transporter',NC_000964.3,0
51,yabN,+,66405,67874,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 11178267%3B Product type pe : enzyme',NC_000964.3,0
52,yabO,+,67877,68137,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 10675343%2C 10675344%3B Product type pf: factor',NC_000964.3,0
53,yabP,+,68216,68518,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11283287%2C 15231775%2C 10869437%3B Product type f: factor',NC_000964.3,0
54,yabQ,+,68515,69150,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11283287%2C 15849754%2C 16850406%2C 10869437%3B Product type f: factor',NC_000964.3,0
55,divIC,+,69168,69545,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11283287%2C 11994149%2C 12682299%2C 16936019%3B Product type f: factor',NC_000964.3,0
56,yabR,+,69626,70012,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15066026%2C 16014871%2C 9862121%3B Product type pe: enzyme',NC_000964.3,0
57,spoIIE,+,70538,73021,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10747015%2C 12180929%2C 15126482%2C 15866939%2C 15978076%3B Product type e: enzyme',NC_000964.3,0
58,yabS,+,73106,73843,Evidence 4: Homologs of previously reported genes of unknown function,NC_000964.3,0
59,yabT,+,73809,74825,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',NC_000964.3,0
60,tilS,+,74929,76347,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 12682299%2C 14527414%2C 16039592%2C 17005971%3B Product type e: enzyme',NC_000964.3,0
61,hprT,+,76344,76886,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 3110131%2C 6408059%3B Product type e: enzyme',NC_000964.3,0
62,ftsH,+,76984,78897,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10851010%2C 10913836%2C 12533473%2C 9076729%2C 9084181%2C 9287010%2C 9352926%3B Product type e: enzyme',NC_000964.3,5
63,coaX,+,79092,79868,type III%3B catalyzes the formation of (R)-4'-phosphopantothenate from (R)-pantothenate in coenzyme A biosynthesis%3B type III pantothenate kinases are not subject to feedback inhibition from coenzyme A and have a high Km for ATP,NC_000964.3,0
64,hslO,+,79880,80755,'becomes active under oxidative stress%3B four conserved cysteines bind a zinc atom when they are in the reduced state and the enzyme is inactive%3B oxidative stress results in oxidized cysteines%2C release of zinc%2C and binding of Hsp33 to aggregation-prone proteins%3B forms dimers and higher order oligomers',NC_000964.3,0
65,yacD,+,80802,81695,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15187182%2C 15856219%3B Product type pf: factor',NC_000964.3,0
66,cysK,+,81771,82697,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11390694%2C 16267287%2C 16513748%3B Product type e: enzyme',NC_000964.3,1
67,pabB,+,82864,84276,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 16605270%2C 17114263%2C 2123867%2C 9084182%3B Product type e: enzyme',NC_000964.3,0
68,pabA,+,84290,84874,amphibolic enzyme subunit from Bacillus subtilis performs both in anthranilate and para-aminobenzoate synthesis,NC_000964.3,0
69,pabC,+,84874,85755,catalyzes the formation of 4-aminobenzoate and pyruvate from 4-amino-4-deoxychorismate,NC_000964.3,0
70,sul,+,85737,86594,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 11007651%2C 2123867%3B Product type e: enzyme',NC_000964.3,1
71,folB,+,86587,86949,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 16188473%2C 17176045%2C 17388809%3B Product type e : enzyme',NC_000964.3,0
72,folK,+,86946,87449,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 17029412%3B Product type e: enzyme,NC_000964.3,0
73,yazB,+,87401,87610,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pr: regulator',NC_000964.3,0
74,dusB,+,87634,88635,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 11983710%2C 15698474%3B Product type e: enzyme',NC_000964.3,3
75,lysS,+,88727,90226,'class II%3B LysRS2%3B catalyzes a two-step reaction%2C first charging a lysine molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA%3B in Methanosarcina barkeri%2C LysRS2 charges both tRNA molecules for lysine that exist in this organism and in addition can charge the tRNAPyl with lysine in the presence of LysRS1',NC_000964.3,0
76,ctsR,+,101449,101913,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11069659%2C 12618461%2C 16163393%2C 9852015%3B Product type r: regulator',NC_000964.3,0
77,mcsA,+,101927,102484,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 16163393%3B Product type f: factor,NC_000964.3,0
78,mcsB,+,102484,103575,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 16163393%2C 17380125%3B Product type e: enzyme',NC_000964.3,0
79,clpC,+,103572,106004,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 12354604%2C 15529410%2C 16525504%3B Product type f: factor',NC_000964.3,2
80,radA,+,106096,107472,Sms%3B stabilizes the strand-invasion intermediate during the DNA repair%3B involved in recombination of donor DNA and plays an important role in DNA damage repair after exposure to mutagenic agents,NC_000964.3,0
81,yacK,+,107476,108558,non-specific DNA-binding%3B scans chromosomes during sporulation for DNA-damage%3B delays initiation of sporulation%3B participates in a checkpoint signaling cascade for cell-cycle progression and DNA repair,NC_000964.3,0
82,yacL,+,108674,109774,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pm: membrane component',NC_000964.3,0
83,ispD,+,109789,110487,4-diphosphocytidyl-2C-methyl-D-erythritol synthase%3B MEP cytidylyltransferase%3B MCT%3B catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate%3B involved in isoprenoid and isopentenyl-PP biosynthesis%3B forms homodimers,NC_000964.3,0
84,ispF,+,110480,110956,'catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate into 2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate',NC_000964.3,0
85,gltX,+,111047,112498,Charges one glutamine molecule and pairs it to its corresponding RNA trinucleotide during protein translation,NC_000964.3,4
86,cysE,+,112800,113453,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10939241%2C 17056751%2C 10737181%2C 7510287%3B Product type e: enzyme',NC_000964.3,0
87,cysS,+,113450,114850,catalyzes a two-step reaction%3B charges a cysteine by linking its carboxyl group to the alpha-phosphate of ATP then transfers the aminoacyl-adenylate to its tRNA,NC_000964.3,0
88,mrnC,+,114854,115285,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 16014871%3B Product type e: enzyme,NC_000964.3,0
89,rlmB,+,115269,116018,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 11698387%2C 16014871%3B Product type e: enzyme',NC_000964.3,0
90,yacP,+,116025,116537,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 17114934%3B Product type pe : enzyme',NC_000964.3,0
91,sigH,+,116600,117256,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,NC_000964.3,0
92,rpmG,+,117349,117498,'in Escherichia coli BM108%2C a mutation that results in lack of L33 synthesis had no effect on ribosome synthesis or function%3B there are paralogous genes in several bacterial genomes%2C and a CXXC motif for zinc binding and an upstream regulation region of the paralog lacking this motif that are regulated by zinc similar to other ribosomal proteins like L31%3B the proteins in this group have the CXXC motif',NC_000964.3,0
93,secE,+,117532,117711,'forms a complex with SecY and SecG%3B SecYEG forms a protein-conducting channel to which secA binds and translocates targeted polypeptides across the cytoplasmic membrane%2C a process driven by ATP and a proton-motive force',NC_000964.3,0
94,nusG,+,117890,118423,Modulates Rho-dependent transcription termination,NC_000964.3,0
95,rplK,+,118591,119016,binds directly to 23S ribosomal RNA,NC_000964.3,2
96,rplA,+,119111,119809,'in Escherichia coli and Methanococcus%2C this protein autoregulates expression%3B the binding site in the mRNA mimics the binding site in the 23S rRNA',NC_000964.3,1
97,rplJ,+,120061,120561,binds the two ribosomal protein L7/L12 dimers and anchors them to the large ribosomal subunit,NC_000964.3,0
98,rplL,+,120607,120978,'present in two forms%3B L12 is normal%2C while L7 is aminoacylated at the N-terminal serine%3B the only multicopy ribosomal protein%3B 4:1 ratio of L7/L12 per ribosome%3B two L12 dimers bind L10%3B critically important for translation efficiency and fidelity%3B stimulates GTPase activity of translation factors',NC_000964.3,0
99,ybxB,+,121068,121673,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 17010380%3B Product type e: enzyme,NC_000964.3,0
100,rpoB,+,121919,125500,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates%3B beta subunit is part of the catalytic core which binds with a sigma factor to produce the holoenzyme,NC_000964.3,7
101,rpoC,+,125562,129161,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Subunit beta' binds to sigma factor allowing it to bind to the -10 region of the promoter,NC_000964.3,8
102,ybxF,+,129340,129588,in Bacillus subtilis this non-essential protein associates with the ribosome,NC_000964.3,0
103,rpsL,+,129702,130118,'interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone%3B located at the interface of the 30S and 50S subunits%2C it traverses the body of the 30S subunit contacting proteins on the other side%3B mutations in the S12 gene confer streptomycin resistance',NC_000964.3,0
104,rpsG,+,130160,130630,binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit,NC_000964.3,2
105,fusA,+,130684,132762,EF-G%3B promotes GTP-dependent translocation of the ribosome during translation%3B many organisms have multiple copies of this gene,NC_000964.3,10
106,tufA,+,132882,134072,'EF-Tu%3B promotes GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis%3B when the tRNA anticodon matches the mRNA codon%2C GTP hydrolysis results%3B the inactive EF-Tu-GDP leaves the ribosome and release of GDP is promoted by elongation factor Ts%3B many prokaryotes have two copies of the gene encoding EF-Tu',NC_000964.3,16
107,ybaC,+,134171,135127,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',NC_000964.3,0
108,rpsJ,+,135364,135672,'NusE%3B involved in assembly of the 30S subunit%3B in the ribosome%2C this protein is involved in the binding of tRNA%3B in Escherichia coli this protein was also found to be involved in transcription antitermination%3B NusB/S10 heterodimers bind boxA sequences in the leader RNA of rrn operons which is required for antitermination%3B binding of NusB/S10 to boxA nucleates assembly of the antitermination complex',NC_000964.3,0
109,rplC,+,135712,136341,'binds directly near the 3' end of the 23S rRNA%2C where it nucleates assembly of the 50S subunit%3B essential for peptidyltransferase activity%3B mutations in this gene confer resistance to tiamulin',NC_000964.3,3
110,rplD,+,136369,136992,L4 is important during the early stages of 50S assembly%3B it initially binds near the 5' end of the 23S rRNA,NC_000964.3,3
111,rplW,+,136992,137279,binds third domain of 23S rRNA and protein L29%3B part of exit tunnel,NC_000964.3,1
112,rplB,+,137311,138144,'one of the primary rRNA-binding proteins%3B required for association of the 30S and 50S subunits to form the 70S ribosome%2C for tRNA binding and peptide bond formation',NC_000964.3,0
113,rpsS,+,138202,138480,protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA,NC_000964.3,1
114,rplV,+,138497,138838,binds specifically to 23S rRNA during the early stages of 50S assembly%3B makes contact with all 6 domains of the 23S rRNA in the assembled 50S subunit and ribosome%3B mutations in this gene result in erythromycin resistance%3B located near peptidyl-transferase center,NC_000964.3,0
115,rpsC,+,138842,139498,forms a complex with S10 and S14%3B binds the lower part of the 30S subunit head and the mRNA in the complete ribosome to position it for translation,NC_000964.3,3
116,rplP,+,139500,139934,located in the peptidyl transferase center and may be involved in peptidyl transferase activity%3B similar to archaeal L10e,NC_000964.3,1
117,rpmC,+,139924,140124,one of the stabilizing components for the large ribosomal subunit,NC_000964.3,1
118,rpsQ,+,140147,140410,primary binding protein%3B helps mediate assembly%3B involved in translation fidelity,NC_000964.3,0
119,rplN,+,140451,140819,binds to the 23S rRNA between the centers for peptidyl transferase and GTPase,NC_000964.3,0
120,rplX,+,140857,141168,assembly initiator protein%3B binds to 5' end of 23S rRNA and nucleates assembly of the 50S%3B surrounds polypeptide exit tunnel,NC_000964.3,1
121,rplE,+,141195,141734,part of 50S and 5S/L5/L18/L25 subcomplex%3B contacts 5S rRNA and P site tRNA%3B forms a bridge to the 30S subunit in the ribosome by binding to S13,NC_000964.3,0
122,rpsN,+,141757,141942,'located in the peptidyl transferase center and involved in assembly of 30S ribosome subunit%3B similar to what is observed with proteins L31 and L33%2C some proteins in this family contain CXXC motifs that are involved in zinc binding%3B if two copies are present in a genome%2C then the duplicated copy appears to have lost the zinc-binding motif and is instead regulated by zinc%3B the proteins in this group appear to contain the zinc-binding motif',NC_000964.3,0
123,rpsH,+,141974,142372,binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit,NC_000964.3,2
124,rplF,+,142402,142941,ribosomal protein L6 appears to have arisen as a result of an ancient gene duplication as based on structural comparison of the Bacillus stearothermophilus protein%3B RNA-binding appears to be in the C-terminal domain%3B mutations in the L6 gene confer resistance to aminoglycoside antibiotics such as gentamicin and these occur in truncations of the C-terminal domain%3B it has been localized to a region between the base of the L7/L12 stalk and the central protuberance,NC_000964.3,0
125,rplR,+,142974,143336,binds 5S rRNA along with protein L5 and L25,NC_000964.3,2
126,rpsE,+,143361,143861,located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body%3B contacts S4 and S8%3B with S4 and S12 plays a role in translational accuracy%3B mutations in this gene result in spectinomycin resistance,NC_000964.3,3
127,rpmD,+,143875,144054,L30 binds domain II of the 23S rRNA and the 5S rRNA%3B similar to eukaryotic protein L7,NC_000964.3,0
128,rplO,+,144085,144525,late assembly protein,NC_000964.3,0
129,secY,+,144527,145822,forms heterotrimeric complex in the membrane%3B in bacteria the complex consists of SecY which forms the channel pore and SecE and SecG%3B the SecG subunit is not essential%3B in bacteria translocation is driven via the SecA ATPase,NC_000964.3,7
130,adk,+,145877,146530,essential enzyme that recycles AMP in active cells%3B converts ATP and AMP to two molecules of ADP,NC_000964.3,2
131,mapA,+,146527,147273,'catalyzes the removal of N-terminal amino acids from peptides and arylamides%3B generally Co(II) however activity has been shown for some methionine aminopeptidases with Zn%2C Fe%2C or Mn',NC_000964.3,0
132,ybzG,+,147312,147536,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 17157877%3B Product type pf : factor',NC_000964.3,0
133,infA,+,147585,147803,'stimulates the activities of the other two initiation factors%2C IF-2 and IF-3',NC_000964.3,0
134,rpmJ,+,147837,147950,smallest protein in the large subunit%3B similar to what is found with protein L31 and L33 several bacterial genomes contain paralogs which may be regulated by zinc%3B the protein from Thermus thermophilus has a zinc-binding motif and contains a bound zinc ion%3B the proteins in this group have the motif,NC_000964.3,0
135,rpsM,+,147973,148338,'located at the top of the head of the 30S subunit%2C it contacts several helices of the 16S rRNA%3B makes contact with the large subunit via RNA-protein interactions and via protein-protein interactions with L5%3B contacts P-site tRNA',NC_000964.3,2
136,rpsK,+,148359,148754,'located on the platform of the 30S subunit%2C it bridges several disparate RNA helices of the 16S rRNA%3B forms part of the Shine-Dalgarno cleft in the 70S ribosome%3B interacts with S7 and S18 and IF-3',NC_000964.3,0
137,rpoA,+,148931,149875,catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Dimerization of the alpha subunit is the first step in the sequential assembly of subunits to form the holoenzyme,NC_000964.3,2
138,rplQ,+,149953,150315,is a component of the macrolide binding site in the peptidyl transferase center,NC_000964.3,1
139,cbiO,+,150443,151288,with CbiNQ forms the ABC transporter for cobalt import%3B Bacillus spp. have two adjacent copies of this gene,NC_000964.3,0
140,cbiO,+,151303,152133,with CbiNQ forms the ABC transporter for cobalt import%3B Bacillus spp. have two adjacent copies of this gene,NC_000964.3,0
141,ybaF,+,152130,152927,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type pt: transporter',NC_000964.3,0
142,truA,+,152937,153680,'mediates pseudouridylation (positions 38%2C 39%2C 40) at the tRNA anticodon region which contributes to the structural stability',NC_000964.3,3
143,rplM,+,153842,154279,in Escherichia coli this protein is one of the earliest assembly proteins in the large subunit,NC_000964.3,0
144,rpsI,+,154300,154692,forms a direct contact with the tRNA during translation,NC_000964.3,1
145,ybaJ,+,155156,155923,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',NC_000964.3,0
146,ybaK,+,156109,156552,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 14679227%2C 16267290%3B Product type pe: enzyme',NC_000964.3,0
147,cwlD,+,156612,157325,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 14679227%2C 16267290%3B Product type e: enzyme',NC_000964.3,0
148,salA,+,157421,158479,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11790741%2C 15126467%3B Product type r: regulator',NC_000964.3,0
149,kbaA,+,159182,159778,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 15849754%2C 16850406%2C 8576055%3B Product type r: regulator',NC_000964.3,0
150,ybaR,+,177083,178519,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type m: membrane component',NC_000964.3,0
151,ybaS,+,178665,179585,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type pt: transporter',NC_000964.3,0
152,sigW,+,194849,195412,Member of the extracytoplasmic function sigma factors which are active under specific conditions%3B binds with the catalytic core of RNA polymerase to produce the holoenzyme and directs bacterial core RNA polymerase to specific promoter elements to initiate transcription: this protein is involved in detoxification and protection against antimicrobial,NC_000964.3,0
153,rsiW,+,195426,196052,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 15130127%3B Product type r: regulator,NC_000964.3,0
154,ybbP,+,196213,197034,Evidence 4: Homologs of previously reported genes of unknown function,NC_000964.3,1
155,ybbR,+,197027,198478,Evidence 4: Homologs of previously reported genes of unknown function%3B PubMedId: 16236721,NC_000964.3,0
156,glmM,+,198497,199843,catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate,NC_000964.3,0
