,Name,Strand,Start,Stop,Note,Genome,Counts
16,dnaX,+,26814,28505,'catalyzes the DNA-template-directed extension of the 3'-end of a DNA strand the tau chain serves as a scaffold to help in the dimerizaton of the alpha%2Cepsilon and theta core complex%3B the gamma chain seems to interact with the delta and delta' subunits to transfer the beta subunit on the DNA',bsubtilis,0
17,yaaK,+,28529,28852,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 16740939%3B Product type f: factor,bsubtilis,0
18,recR,+,28867,29463,'involved in a recombinational process of DNA repair%2C independent of the recBC complex',bsubtilis,0
19,yaaL,+,29481,29705,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
20,bofA,+,29772,30035,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 15087499%3B Product type r: regulator,bsubtilis,0
21,rrnA-16S,+,30279,31832,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
22,rrnA-23S,+,32177,35103,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
23,rrnA-5S,+,35237,35355,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
24,csfB,+,35531,35725,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 15044948%2C 8759874%3B Product type cp: cell process',bsubtilis,0
25,xpaC,+,35845,36459,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',bsubtilis,0
26,yaaN,+,36478,37638,Evidence 4: Homologs of previously reported genes of unknown function%3B PubMedId: 12533473,bsubtilis,0
27,yaaO,+,37720,39162,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 9723923%3B Product type pe : enzyme',bsubtilis,0
28,tmk,+,39159,39797,catalyzes the reversible phosphoryl transfer from adenosine triphosphate (ATP) to thymidine monophosphate (dTMP) to form thymidine diphosphate (dTDP),bsubtilis,0
29,yaaQ,+,39871,40200,Evidence 4: Homologs of previously reported genes of unknown function%3B PubMedId: 10913081,bsubtilis,0
30,yaaR,+,40213,40653,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
31,holB,+,40665,41654,catalyzes the DNA-template-directed extension of the 3'-end of a DNA strand%3B the delta' subunit seems to interact with the gamma subunit to transfer the beta subunit on the DNA,bsubtilis,0
32,yaaT,+,41657,42484,Evidence 4: Homologs of previously reported genes of unknown function%3B PubMedId: 12270811,bsubtilis,0
33,yabA,+,42499,42858,in Bacillus subtilis this protein is involved in the negative regulation of DNA replication initiation%3B interacts with DnaN and DnaA,bsubtilis,0
34,yabB,+,42917,43660,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',bsubtilis,0
35,yazA,+,43647,43946,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 11483577%3B Product type pe : enzyme',bsubtilis,0
36,yabC,+,43921,44799,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 16014871%3B Product type pe : enzyme',bsubtilis,0
37,metS,+,45633,47627,methionine--tRNA ligase%3B MetRS%3B adds methionine to tRNA(Met) with cleavage of ATP to AMP and diphosphate%3B some MetRS enzymes form dimers depending on a C-terminal domain that is also found in other proteins such as Trbp111 in Aquifex aeolicus and the cold-shock protein CsaA from Bacillus subtilis while others do not%3B four subfamilies exist based on sequence motifs and zinc content,bsubtilis,0
38,yabD,+,47706,48473,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 10747959%2C 16014871%3B Product type e: enzyme',bsubtilis,0
39,yabE,+,48629,49942,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15774001%2C 19047346%3B Product type pe: enzyme',bsubtilis,0
40,rnmV,+,50087,50647,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11233981%2C 11976317%2C 12794188%2C 16077031%3B Product type e: enzyme',bsubtilis,0
41,ksgA,+,50640,51518,catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rRNA%3B mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin,bsubtilis,0
42,yabG,+,51680,52552,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10714992%2C 11040425%2C 16751597%2C 19060142%3B Product type cp: cell process',bsubtilis,0
43,veg,+,52763,53023,Evidence 4: Homologs of previously reported genes of unknown function%3B PubMedId: 12761295,bsubtilis,0
44,sspF,+,53183,53368,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11092849%2C 7959056%2C 8982008%3B Product type cp: cell process',bsubtilis,0
45,ipk,+,53516,54385,An essential enzyme in the nonmevalonate pathway of isopentenyl diphosphate and dimethylallyl diphosphate biosynthesis,bsubtilis,0
46,purR,+,54441,55298,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11591660%2C 12837783%2C 12837784%2C 15629952%2C 16163456%3B Product type r: regulator',bsubtilis,0
47,yabJ,+,55295,55672,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 12515541%2C 14729707%2C 10557275%2C 10919400%2C 10368157%3B Product type pe: enzyme',bsubtilis,0
48,spoVG,+,55866,56159,'stage V sporulation protein G%3B essential for spore formation and a negative regulator of asymmetric septation in Bacillus%3B involved in methicillin-resistance%2C biofilm formation and capsular polysaccharide synthesis in Staphylococcus',bsubtilis,0
49,glmU,+,56352,57722,forms a homotrimer%3B catalyzes the acetylation of glucosamine-1-phosphate and uridylation of N-acetylglucosamine-1-phosphate to produce UDP-GlcNAc%3B function in cell wall synthesis,bsubtilis,0
50,prs,+,57745,58698,catalyzes the formation of 5-phospho-alpha-D-ribose 1-phosphate from D-ribose 5-phosphate and ATP,bsubtilis,0
51,ctc,+,58783,59397,'the Ctc family of proteins consists of two types%2C one that contains the N-terminal ribosomal protein L25 domain only which in Escherichia coli binds the 5S rRNA while a subset of proteins contain a C-terminal extension that is involved in the stress response',bsubtilis,0
52,pth,+,59504,60070,Enables the recycling of peptidyl-tRNAs produced at termination of translation,bsubtilis,0
53,yabK,+,60130,60360,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
54,mfd,+,60430,63963,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11065368%2C 16950921%2C 8594198%2C 9535092%3B Product type f: factor',bsubtilis,0
55,spoVT,+,64099,64635,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 15063493%2C 15939023%2C 16159768%2C 18996130%2C 8755877%3B Product type r: regulator',bsubtilis,0
56,yabM,+,64817,66415,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type pt: transporter',bsubtilis,0
57,yabN,+,66405,67874,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 11178267%3B Product type pe : enzyme',bsubtilis,0
58,yabO,+,67877,68137,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 10675343%2C 10675344%3B Product type pf: factor',bsubtilis,0
59,yabP,+,68216,68518,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11283287%2C 15231775%2C 10869437%3B Product type f: factor',bsubtilis,0
60,yabQ,+,68515,69150,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11283287%2C 15849754%2C 16850406%2C 10869437%3B Product type f: factor',bsubtilis,0
61,divIC,+,69168,69545,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11283287%2C 11994149%2C 12682299%2C 16936019%3B Product type f: factor',bsubtilis,0
62,yabR,+,69626,70012,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15066026%2C 16014871%2C 9862121%3B Product type pe: enzyme',bsubtilis,0
63,spoIIE,+,70538,73021,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10747015%2C 12180929%2C 15126482%2C 15866939%2C 15978076%3B Product type e: enzyme',bsubtilis,0
64,yabS,+,73106,73843,Evidence 4: Homologs of previously reported genes of unknown function,bsubtilis,0
65,yabT,+,73809,74825,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',bsubtilis,0
66,tilS,+,74929,76347,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 12682299%2C 14527414%2C 16039592%2C 17005971%3B Product type e: enzyme',bsubtilis,0
67,hprT,+,76344,76886,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 3110131%2C 6408059%3B Product type e: enzyme',bsubtilis,0
68,ftsH,+,76984,78897,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10851010%2C 10913836%2C 12533473%2C 9076729%2C 9084181%2C 9287010%2C 9352926%3B Product type e: enzyme',bsubtilis,0
69,coaX,+,79092,79868,type III%3B catalyzes the formation of (R)-4'-phosphopantothenate from (R)-pantothenate in coenzyme A biosynthesis%3B type III pantothenate kinases are not subject to feedback inhibition from coenzyme A and have a high Km for ATP,bsubtilis,0
70,hslO,+,79880,80755,'becomes active under oxidative stress%3B four conserved cysteines bind a zinc atom when they are in the reduced state and the enzyme is inactive%3B oxidative stress results in oxidized cysteines%2C release of zinc%2C and binding of Hsp33 to aggregation-prone proteins%3B forms dimers and higher order oligomers',bsubtilis,0
71,yacD,+,80802,81695,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15187182%2C 15856219%3B Product type pf: factor',bsubtilis,0
72,cysK,+,81771,82697,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11390694%2C 16267287%2C 16513748%3B Product type e: enzyme',bsubtilis,0
73,pabB,+,82864,84276,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 16605270%2C 17114263%2C 2123867%2C 9084182%3B Product type e: enzyme',bsubtilis,0
74,pabA,+,84290,84874,amphibolic enzyme subunit from Bacillus subtilis performs both in anthranilate and para-aminobenzoate synthesis,bsubtilis,0
75,pabC,+,84874,85755,catalyzes the formation of 4-aminobenzoate and pyruvate from 4-amino-4-deoxychorismate,bsubtilis,0
76,sul,+,85737,86594,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 11007651%2C 2123867%3B Product type e: enzyme',bsubtilis,0
77,folB,+,86587,86949,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 16188473%2C 17176045%2C 17388809%3B Product type e : enzyme',bsubtilis,0
78,folK,+,86946,87449,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 17029412%3B Product type e: enzyme,bsubtilis,0
79,yazB,+,87401,87610,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pr: regulator',bsubtilis,0
80,dusB,+,87634,88635,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 11983710%2C 15698474%3B Product type e: enzyme',bsubtilis,0
81,lysS,+,88727,90226,'class II%3B LysRS2%3B catalyzes a two-step reaction%2C first charging a lysine molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA%3B in Methanosarcina barkeri%2C LysRS2 charges both tRNA molecules for lysine that exist in this organism and in addition can charge the tRNAPyl with lysine in the presence of LysRS1',bsubtilis,0
82,rrnJ-16S,+,90536,92089,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
83,rrnJ-23S,+,92254,95181,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
84,rrnJ-5S,+,95237,95354,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
85,rrnW-16S,+,96392,97945,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
86,rrnW-23S,+,98110,101037,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
87,rrnW-5S,+,101093,101211,Evidence 1a: Function experimentally demonstrated in the studied strain%3B Product type n: RNA,bsubtilis,0
88,ctsR,+,101449,101913,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11069659%2C 12618461%2C 16163393%2C 9852015%3B Product type r: regulator',bsubtilis,0
89,mcsA,+,101927,102484,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 16163393%3B Product type f: factor,bsubtilis,0
90,mcsB,+,102484,103575,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 16163393%2C 17380125%3B Product type e: enzyme',bsubtilis,0
91,clpC,+,103572,106004,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 12354604%2C 15529410%2C 16525504%3B Product type f: factor',bsubtilis,0
92,radA,+,106096,107472,Sms%3B stabilizes the strand-invasion intermediate during the DNA repair%3B involved in recombination of donor DNA and plays an important role in DNA damage repair after exposure to mutagenic agents,bsubtilis,0
93,yacK,+,107476,108558,non-specific DNA-binding%3B scans chromosomes during sporulation for DNA-damage%3B delays initiation of sporulation%3B participates in a checkpoint signaling cascade for cell-cycle progression and DNA repair,bsubtilis,0
94,yacL,+,108674,109774,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pm: membrane component',bsubtilis,0
95,ispD,+,109789,110487,4-diphosphocytidyl-2C-methyl-D-erythritol synthase%3B MEP cytidylyltransferase%3B MCT%3B catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate%3B involved in isoprenoid and isopentenyl-PP biosynthesis%3B forms homodimers,bsubtilis,0
96,ispF,+,110480,110956,'catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate into 2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate',bsubtilis,0
97,gltX,+,111047,112498,Charges one glutamine molecule and pairs it to its corresponding RNA trinucleotide during protein translation,bsubtilis,0
98,cysE,+,112800,113453,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 10939241%2C 17056751%2C 10737181%2C 7510287%3B Product type e: enzyme',bsubtilis,0
99,cysS,+,113450,114850,catalyzes a two-step reaction%3B charges a cysteine by linking its carboxyl group to the alpha-phosphate of ATP then transfers the aminoacyl-adenylate to its tRNA,bsubtilis,0
100,mrnC,+,114854,115285,Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 16014871%3B Product type e: enzyme,bsubtilis,0
101,rlmB,+,115269,116018,'Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 11698387%2C 16014871%3B Product type e: enzyme',bsubtilis,0
102,yacP,+,116025,116537,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 17114934%3B Product type pe : enzyme',bsubtilis,0
103,sigH,+,116600,117256,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,bsubtilis,0
104,rpmG,+,117349,117498,'in Escherichia coli BM108%2C a mutation that results in lack of L33 synthesis had no effect on ribosome synthesis or function%3B there are paralogous genes in several bacterial genomes%2C and a CXXC motif for zinc binding and an upstream regulation region of the paralog lacking this motif that are regulated by zinc similar to other ribosomal proteins like L31%3B the proteins in this group have the CXXC motif',bsubtilis,0
105,secE,+,117532,117711,'forms a complex with SecY and SecG%3B SecYEG forms a protein-conducting channel to which secA binds and translocates targeted polypeptides across the cytoplasmic membrane%2C a process driven by ATP and a proton-motive force',bsubtilis,0
106,nusG,+,117890,118423,Modulates Rho-dependent transcription termination,bsubtilis,0
107,rplK,+,118591,119016,binds directly to 23S ribosomal RNA,bsubtilis,0
108,rplA,+,119111,119809,'in Escherichia coli and Methanococcus%2C this protein autoregulates expression%3B the binding site in the mRNA mimics the binding site in the 23S rRNA',bsubtilis,0
109,rplJ,+,120061,120561,binds the two ribosomal protein L7/L12 dimers and anchors them to the large ribosomal subunit,bsubtilis,0
110,rplL,+,120607,120978,'present in two forms%3B L12 is normal%2C while L7 is aminoacylated at the N-terminal serine%3B the only multicopy ribosomal protein%3B 4:1 ratio of L7/L12 per ribosome%3B two L12 dimers bind L10%3B critically important for translation efficiency and fidelity%3B stimulates GTPase activity of translation factors',bsubtilis,0
111,ybxB,+,121068,121673,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism%3B PubMedId: 17010380%3B Product type e: enzyme,bsubtilis,0
112,rpoB,+,121919,125500,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates%3B beta subunit is part of the catalytic core which binds with a sigma factor to produce the holoenzyme,bsubtilis,0
113,rpoC,+,125562,129161,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Subunit beta' binds to sigma factor allowing it to bind to the -10 region of the promoter,bsubtilis,0
114,ybxF,+,129340,129588,in Bacillus subtilis this non-essential protein associates with the ribosome,bsubtilis,0
115,rpsL,+,129702,130118,'interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone%3B located at the interface of the 30S and 50S subunits%2C it traverses the body of the 30S subunit contacting proteins on the other side%3B mutations in the S12 gene confer streptomycin resistance',bsubtilis,0
116,rpsG,+,130160,130630,binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit,bsubtilis,0
117,fusA,+,130684,132762,EF-G%3B promotes GTP-dependent translocation of the ribosome during translation%3B many organisms have multiple copies of this gene,bsubtilis,0
118,tufA,+,132882,134072,'EF-Tu%3B promotes GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis%3B when the tRNA anticodon matches the mRNA codon%2C GTP hydrolysis results%3B the inactive EF-Tu-GDP leaves the ribosome and release of GDP is promoted by elongation factor Ts%3B many prokaryotes have two copies of the gene encoding EF-Tu',bsubtilis,0
119,ybaC,+,134171,135127,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',bsubtilis,0
120,rpsJ,+,135364,135672,'NusE%3B involved in assembly of the 30S subunit%3B in the ribosome%2C this protein is involved in the binding of tRNA%3B in Escherichia coli this protein was also found to be involved in transcription antitermination%3B NusB/S10 heterodimers bind boxA sequences in the leader RNA of rrn operons which is required for antitermination%3B binding of NusB/S10 to boxA nucleates assembly of the antitermination complex',bsubtilis,0
121,rplC,+,135712,136341,'binds directly near the 3' end of the 23S rRNA%2C where it nucleates assembly of the 50S subunit%3B essential for peptidyltransferase activity%3B mutations in this gene confer resistance to tiamulin',bsubtilis,0
122,rplD,+,136369,136992,L4 is important during the early stages of 50S assembly%3B it initially binds near the 5' end of the 23S rRNA,bsubtilis,0
123,rplW,+,136992,137279,binds third domain of 23S rRNA and protein L29%3B part of exit tunnel,bsubtilis,0
124,rplB,+,137311,138144,'one of the primary rRNA-binding proteins%3B required for association of the 30S and 50S subunits to form the 70S ribosome%2C for tRNA binding and peptide bond formation',bsubtilis,0
125,rpsS,+,138202,138480,protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA,bsubtilis,0
126,rplV,+,138497,138838,binds specifically to 23S rRNA during the early stages of 50S assembly%3B makes contact with all 6 domains of the 23S rRNA in the assembled 50S subunit and ribosome%3B mutations in this gene result in erythromycin resistance%3B located near peptidyl-transferase center,bsubtilis,0
127,rpsC,+,138842,139498,forms a complex with S10 and S14%3B binds the lower part of the 30S subunit head and the mRNA in the complete ribosome to position it for translation,bsubtilis,0
128,rplP,+,139500,139934,located in the peptidyl transferase center and may be involved in peptidyl transferase activity%3B similar to archaeal L10e,bsubtilis,0
129,rpmC,+,139924,140124,one of the stabilizing components for the large ribosomal subunit,bsubtilis,0
130,rpsQ,+,140147,140410,primary binding protein%3B helps mediate assembly%3B involved in translation fidelity,bsubtilis,0
131,rplN,+,140451,140819,binds to the 23S rRNA between the centers for peptidyl transferase and GTPase,bsubtilis,0
132,rplX,+,140857,141168,assembly initiator protein%3B binds to 5' end of 23S rRNA and nucleates assembly of the 50S%3B surrounds polypeptide exit tunnel,bsubtilis,0
133,rplE,+,141195,141734,part of 50S and 5S/L5/L18/L25 subcomplex%3B contacts 5S rRNA and P site tRNA%3B forms a bridge to the 30S subunit in the ribosome by binding to S13,bsubtilis,0
134,rpsN,+,141757,141942,'located in the peptidyl transferase center and involved in assembly of 30S ribosome subunit%3B similar to what is observed with proteins L31 and L33%2C some proteins in this family contain CXXC motifs that are involved in zinc binding%3B if two copies are present in a genome%2C then the duplicated copy appears to have lost the zinc-binding motif and is instead regulated by zinc%3B the proteins in this group appear to contain the zinc-binding motif',bsubtilis,0
135,rpsH,+,141974,142372,binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit,bsubtilis,0
136,rplF,+,142402,142941,ribosomal protein L6 appears to have arisen as a result of an ancient gene duplication as based on structural comparison of the Bacillus stearothermophilus protein%3B RNA-binding appears to be in the C-terminal domain%3B mutations in the L6 gene confer resistance to aminoglycoside antibiotics such as gentamicin and these occur in truncations of the C-terminal domain%3B it has been localized to a region between the base of the L7/L12 stalk and the central protuberance,bsubtilis,0
137,rplR,+,142974,143336,binds 5S rRNA along with protein L5 and L25,bsubtilis,0
138,rpsE,+,143361,143861,located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body%3B contacts S4 and S8%3B with S4 and S12 plays a role in translational accuracy%3B mutations in this gene result in spectinomycin resistance,bsubtilis,0
139,rpmD,+,143875,144054,L30 binds domain II of the 23S rRNA and the 5S rRNA%3B similar to eukaryotic protein L7,bsubtilis,0
140,rplO,+,144085,144525,late assembly protein,bsubtilis,0
141,secY,+,144527,145822,forms heterotrimeric complex in the membrane%3B in bacteria the complex consists of SecY which forms the channel pore and SecE and SecG%3B the SecG subunit is not essential%3B in bacteria translocation is driven via the SecA ATPase,bsubtilis,0
142,adk,+,145877,146530,essential enzyme that recycles AMP in active cells%3B converts ATP and AMP to two molecules of ADP,bsubtilis,0
143,mapA,+,146527,147273,'catalyzes the removal of N-terminal amino acids from peptides and arylamides%3B generally Co(II) however activity has been shown for some methionine aminopeptidases with Zn%2C Fe%2C or Mn',bsubtilis,0
144,ybzG,+,147312,147536,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 17157877%3B Product type pf : factor',bsubtilis,0
145,infA,+,147585,147803,'stimulates the activities of the other two initiation factors%2C IF-2 and IF-3',bsubtilis,0
146,rpmJ,+,147837,147950,smallest protein in the large subunit%3B similar to what is found with protein L31 and L33 several bacterial genomes contain paralogs which may be regulated by zinc%3B the protein from Thermus thermophilus has a zinc-binding motif and contains a bound zinc ion%3B the proteins in this group have the motif,bsubtilis,0
147,rpsM,+,147973,148338,'located at the top of the head of the 30S subunit%2C it contacts several helices of the 16S rRNA%3B makes contact with the large subunit via RNA-protein interactions and via protein-protein interactions with L5%3B contacts P-site tRNA',bsubtilis,0
148,rpsK,+,148359,148754,'located on the platform of the 30S subunit%2C it bridges several disparate RNA helices of the 16S rRNA%3B forms part of the Shine-Dalgarno cleft in the 70S ribosome%3B interacts with S7 and S18 and IF-3',bsubtilis,0
149,rpoA,+,148931,149875,catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Dimerization of the alpha subunit is the first step in the sequential assembly of subunits to form the holoenzyme,bsubtilis,0
150,rplQ,+,149953,150315,is a component of the macrolide binding site in the peptidyl transferase center,bsubtilis,0
151,cbiO,+,150443,151288,with CbiNQ forms the ABC transporter for cobalt import%3B Bacillus spp. have two adjacent copies of this gene,bsubtilis,0
152,cbiO,+,151303,152133,with CbiNQ forms the ABC transporter for cobalt import%3B Bacillus spp. have two adjacent copies of this gene,bsubtilis,0
153,ybaF,+,152130,152927,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 15849754%2C 16850406%3B Product type pt: transporter',bsubtilis,0
154,truA,+,152937,153680,'mediates pseudouridylation (positions 38%2C 39%2C 40) at the tRNA anticodon region which contributes to the structural stability',bsubtilis,0
155,rplM,+,153842,154279,in Escherichia coli this protein is one of the earliest assembly proteins in the large subunit,bsubtilis,0
156,rpsI,+,154300,154692,forms a direct contact with the tRNA during translation,bsubtilis,0
157,ybaJ,+,155156,155923,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B Product type pe: enzyme',bsubtilis,0
158,ybaK,+,156109,156552,'Evidence 3: Function proposed based on presence of conserved amino acid motif%2C structural feature or limited homology%3B PubMedId: 14679227%2C 16267290%3B Product type pe: enzyme',bsubtilis,0
159,cwlD,+,156612,157325,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 14679227%2C 16267290%3B Product type e: enzyme',bsubtilis,0
160,salA,+,157421,158479,'Evidence 1a: Function experimentally demonstrated in the studied strain%3B PubMedId: 11790741%2C 15126467%3B Product type r: regulator',bsubtilis,0
