,Name,Strand,Start,Stop,Note,Genome,Counts
125,insA,-,290295,290570,IS1 repressor TnpA,ecoli,0
126,yagK,-,291546,292172,CP4-6 prophage%3B conserved protein,ecoli,16
127,yagL,-,292444,293142,DNA-binding protein,ecoli,2
128,yagM,-,293169,294023,CP4-6 prophage%3B putative protein,ecoli,1
129,yagN,-,294363,294803,CP4-6 prophage%3B putative protein,ecoli,0
130,intF,-,294920,296320,putative phage integrase,ecoli,55
131,yagP,-,296605,296943,pseudogene%2C LysR family%2C fragment%3Bputative regulator%3B Not classified~putative transcriptional regulator LYSR-type,ecoli,49
132,ykgT,-,296938,297015,pseudogene%2C MobA-related,ecoli,21
133,paoD,-,296994,297950,moco insertion factor for PaoABC aldehyde oxidoreductase,ecoli,490
134,paoC,-,297960,300158,PaoABC aldehyde oxidoreductase%2C Moco-containing subunit,ecoli,202
135,paoB,-,300155,301111,PaoABC aldehyde oxidoreductase%2C FAD-containing subunit,ecoli,70
136,paoA,-,301108,301797,putative xanthine dehydrogenase,ecoli,31
137,ykgJ,-,303077,303406,putative ferredoxin,ecoli,10
138,ecpE,-,303719,304429,hypothetical protein,ecoli,40
139,ecpD,-,304398,306041,putative receptor,ecoli,77
140,ecpC,-,306031,308556,putative enzyme,ecoli,290
141,ecpB,-,308582,309250,hypothetical protein,ecoli,6
142,ecpA,-,309308,309895,cryptic Mat fimbrillin gene,ecoli,4
143,ecpR,-,309970,310560,putative regulator,ecoli,0
144,ykgO,-,311598,311738,RpmJ-like protein,ecoli,0
145,ykgM,-,311738,312001,50S ribosomal protein L31 type B%3B alternative L31 utilized during zinc limitation,ecoli,3
146,ykgR,-,312365,312466,expressed protein,ecoli,0
147,ykgP,-,312940,313029,pseudogene%2C oxidoreductase family,ecoli,0
148,ykgA,-,315710,316393,pseudogene%2C AraC family%3Bputative regulator%3B Not classified~putative ARAC-type regulatory protein,ecoli,9
149,ykgB,-,316950,317543,inner membrane protein%2C DUF417 family,ecoli,0
150,ykgI,-,317555,317791,the overlapping ORF b0302 on the opposite strand is no longer thought to be an actual gene%2C and has been deaccessioned,ecoli,0
151,ykgC,-,317900,319225,putative oxidoreductase,ecoli,22
152,ykgH,-,323920,324588,putative inner membrane protein,ecoli,5
153,betA,-,324801,326471,choline dehydrogenase%2C a flavoprotein,ecoli,2569
154,betB,-,326485,327957,NAD+-dependent betaine aldehyde dehydrogenase,ecoli,8958
155,betI,-,327971,328558,probably transcriptional repressor of bet genes,ecoli,4407
156,yahB,-,332725,333657,putative transcriptional regulator LYSR-type,ecoli,103
157,yahC,-,333749,334246,putative inner membrane protein,ecoli,4
158,yahN,-,344890,345561,putative cytochrome subunit of dehydrogenase,ecoli,29
159,prpR,-,346081,347667,regulator for prp operon,ecoli,299
160,cynR,-,357015,357914,cyn operon positive regulator,ecoli,471
161,lacA,-,360473,361084,thiogalactoside acetyltransferase,ecoli,161
162,lacY,-,361150,362403,galactoside permease (lactose permease%2C M protein) (MFS family),ecoli,216
163,lacZ,-,362455,365529,beta-D-galactosidase,ecoli,12583
164,lacI,-,365652,366734,transcriptional repressor of the lac operon,ecoli,1150532
165,mhpR,-,366811,367644,transcriptional regulator for mhp operon,ecoli,800
166,frmB,-,376759,377592,putative S-formylglutathione hydrolase,ecoli,182
167,frmA,-,377686,378795,alcohol dehydrogenase class III%3B formaldehyde dehydrogenase%2C glutathione-dependent,ecoli,4887
168,frmR,-,378830,379105,repressor of frmRAB,ecoli,3039
169,yaiO,-,379293,380066,outer membrane protein,ecoli,35
170,yaiX,-,380068,380483,pseudogene%2C interrupted by IS2A%2C acetyltransferase homolog~putative transferase~nonfunctional%3B interruped by IS2,ecoli,0
171,yaiX,-,381815,382096,pseudogene%2C interrupted by IS2A%2C acetyltransferase homolog~putative transferase~nonfunctional%3B interruped by IS2,ecoli,2
172,yaiP,-,381963,383159,polysaccharide metabolism,ecoli,38
173,yaiS,-,383283,383840,hypothetical protein,ecoli,1
174,hemB,-,387977,388951,5-aminolevulinate dehydratase %3D porphobilinogen synthase,ecoli,686
175,insF1,-,390963,391829,IS3 transposase B,ecoli,0
176,insE1,-,391826,392125,IS3 transposase A,ecoli,1
177,ampH,-,394354,395511,penicillin-binding protein,ecoli,588
178,yaiY,-,398249,398557,inner membrane protein%2C DUF2755 family,ecoli,1
179,ddlA,-,399053,400147,D-alanine-D-alanine ligase A,ecoli,1249
180,proC,-,404059,404868,pyrroline-5-carboxylate reductase,ecoli,613
181,rdgC,-,408332,409243,nucleoid-associated ssDNA and dsDNA binding protein%3B competitive inhibitor of RecA function,ecoli,839
182,araJ,-,410521,411705,involved in either transport or processing of arabinose polymers,ecoli,148
183,sbcC,-,411831,414977,ATP-dependent dsDNA exonuclease,ecoli,1082
184,sbcD,-,414974,416176,ATP-dependent dsDNA exonuclease,ecoli,209
185,acpH,-,423561,424142,putative glycoprotein,ecoli,57
186,tsx,-,430353,431237,nucleoside channel%3B receptor of phage T6 and colicin K,ecoli,2344
187,yajI,-,431536,432075,putative lipoprotein,ecoli,16
188,yajO,-,436385,437359,putative NAD(P)H-dependent xylose reductase,ecoli,727
189,dxs,-,437539,439401,1-deoxyxylulose-5-phosphate synthase%3B flavoprotein,ecoli,4554
190,ispA,-,439426,440325,geranyltranstransferase,ecoli,1539
191,xseB,-,440325,440567,exonuclease VII%2C small subunit,ecoli,233
192,yajL,-,442275,442865,oxidative-stress-resistance chaperone,ecoli,587
193,panE,-,442828,443739,2-dehydropantoate 2-reductase,ecoli,330
194,yajR,-,444526,445890,putative transport protein,ecoli,267
195,cyoE,-,446039,446929,protoheme IX farnesyltransferase (haeme O biosynthesis),ecoli,5358
196,cyoD,-,446941,447270,cytochrome o ubiquinol oxidase subunit IV,ecoli,443
197,cyoC,-,447270,447884,cytochrome o ubiquinol oxidase subunit III,ecoli,343
198,cyoB,-,447874,449865,cytochrome o ubiquinol oxidase subunit I,ecoli,1909
199,cyoA,-,449887,450834,cytochrome o ubiquinol oxidase subunit II,ecoli,1393
200,ampG,-,451294,452769,regulates beta-lactamase synthesis,ecoli,613
201,yajG,-,452813,453391,putative polymerase/proteinase,ecoli,436
202,queC,-,464076,464771,7-cyano-7-deazaguanine (preQ0) synthase%3B queuosine biosynthesis,ecoli,253
203,ybaE,-,464836,466536,putative transporter subunit: periplasmic-binding component of ABC superfamily,ecoli,353
204,tesB,-,473525,474385,acyl-CoA thioesterase II,ecoli,262
205,ybaZ,-,475206,475595,excision repair protein%2C alkyltransferase-like protein ATL,ecoli,66
206,ylaB,-,476291,477841,putative membrane-anchored cyclic-di-GMP phosphodiesterase,ecoli,380
207,ylaC,-,478005,478475,inner membrane protein%2C DUF1449 family,ecoli,169
208,maa,-,478591,479142,maltose O-acetyltransferase,ecoli,37
209,hha,-,479314,479532,haemolysin expression modulating protein,ecoli,5
210,tomB,-,479558,479932,Hha toxicity attenuator%3B conjugation-related protein,ecoli,44
211,acrB,-,480478,483627,acridine efflux pump,ecoli,3800
212,acrA,-,483650,484843,acridine efflux pump,ecoli,1023
213,ybaM,-,489334,489495,hypothetical protein,ecoli,42
214,priC,-,489509,490036,primosomal replication protein N'',ecoli,261
215,aes,-,498238,499197,acetyl esterase,ecoli,82
216,ybaL,-,500786,502462,putative transport protein,ecoli,2960
217,fsr,-,502700,503920,fosmidomycin resistance protein,ecoli,179
218,ybaK,-,505827,506306,hypothetical protein,ecoli,46
219,ybaP,-,506510,507304,putative ligase,ecoli,538
220,copA,-,508099,510603,copper transporter,ecoli,816
221,ybbJ,-,513625,514083,inner membrane protein that stimulates the ftsH htpX mutant suppressor activity of QmcA,ecoli,402
222,qmcA,-,514080,514997,putative protease,ecoli,88
223,ybbN,-,516649,517503,putative thioredoxin-like protein,ecoli,8008
224,ybbO,-,517564,518373,putative oxidoreductase,ecoli,633
225,tesA,-,518363,518989,acyl-CoA thioesterase I%3B also functions as protease I,ecoli,267
226,ylbG,-,528819,528884,pseudogene%2C DNA-binding transcriptional regulator homology,ecoli,7
227,ylbG,-,528884,529240,pseudogene%2C DNA-binding transcriptional regulator homology,ecoli,54
228,selU,-,529356,530450,putative capsule anchoring protein,ecoli,470
229,allS,-,530519,531445,putative transcriptional regulator LYSR-type,ecoli,7
230,ylbA,-,542485,543270,hypothetical protein,ecoli,50
231,allC,-,543281,544516,allantoate amidohydrolase,ecoli,75
232,allD,-,544538,545587,ureidoglycolate dehydrogenase,ecoli,22
233,purK,-,550750,551817,phosphoribosylaminoimidazole carboxylase %3D AIR carboxylase%2C CO(2)-fixing subunit,ecoli,616
234,purE,-,551814,552323,phosphoribosylaminoimidazole carboxylase %3D AIR carboxylase%2C catalytic subunit,ecoli,378
235,lpxH,-,552441,553163,UDP-2%2C3-diacylglucosamine pyrophosphatase,ecoli,335
236,ppiB,-,553166,553660,peptidyl-prolyl cis-trans isomerase B (rotamase B),ecoli,277
237,ybcI,-,555255,555776,inner membrane protein%2C DUF457 family,ecoli,34
238,ybcJ,-,555884,556096,ribosome-associated protein%3B predicted RNA-binding protein,ecoli,147
239,folD,-,556098,556964,5%2C10-methylene-tetrahydrofolate dehydrogenase%3B 5%2C10-methylene-tetrahydrofolate cyclohydrolase,ecoli,1022
240,fimZ,-,563071,563703,fimbrial Z protein%3B probable signal transducer,ecoli,0
241,intD,-,564038,565201,prophage DLP12 integrase,ecoli,631
242,xisD,-,565081,565302,pseudogene%2C exisionase in defective prophage DLP12%3BPhage or Prophage Related,ecoli,3
243,exoD,-,565321,565599,pseudogene%2C DLP12 prophage%3B predicted exonuclease%3BPhage or Prophage Related,ecoli,4
244,nmpC,-,573752,573809,DLP12 prophage%3B truncated outer membrane porin (pseudogene)%3BIS%2C phage%2C Tn%3B Phage or Prophage Related~outer membrane porin protein%3B locus of qsr prophage,ecoli,73
245,insH1,-,573960,574976,IS5 transposase and trans-activator,ecoli,23
246,nmpC,-,575009,576048,DLP12 prophage%3B truncated outer membrane porin (pseudogene)%3BIS%2C phage%2C Tn%3B Phage or Prophage Related~outer membrane porin protein%3B locus of qsr prophage,ecoli,707
247,borD,-,577823,578116,bacteriophage lambda Bor protein homolog,ecoli,4
248,ybcV,-,578407,578817,putative an envelop protein,ecoli,1
249,ylcI,-,579474,579668,hypothetical protein,ecoli,1
250,ybcY,-,581375,582027,pseudogene%2C DLP12 prophage%3B methyltransferase homology%3BPhage or Prophage Related,ecoli,14
251,ybcY,-,582026,582029,pseudogene%2C DLP12 prophage%3B methyltransferase homology%3BPhage or Prophage Related,ecoli,0
252,ompT,-,583903,584856,outer membrane protein 3b (a)%2C protease VII,ecoli,453
253,envY,-,585370,586131,envelope protein%3B thermoregulation of porin biosynthesis,ecoli,3
254,ybcH,-,586314,587204,hypothetical protein,ecoli,129
255,nfrA,-,587205,590177,bacteriophage N4 receptor%2C outer membrane protein,ecoli,1299
256,nfrB,-,590164,592401,bacteriophage N4 receptor%2C subunit%2C inner membrane protein,ecoli,438
257,cusS,-,592551,593993,sensory histidine kinase in two-component regulatory system with CusR%2C senses copper ions,ecoli,432
258,cusR,-,593983,594666,DNA-binding response regulator in two-component regulatory system with CusS,ecoli,1053
259,ybdG,-,602639,603886,putative transport,ecoli,199
260,nfsB,-,603994,604647,oxygen-insensitive NAD(P)H nitroreductase,ecoli,1062
261,ybdF,-,604741,605109,hypothetical protein,ecoli,18
262,ybdJ,-,605174,605422,putative inner membrane protein,ecoli,30
263,ybdK,-,605488,606606,weak gamma-glutamyl:cysteine ligase,ecoli,378
264,entD,-,608682,609302,enterochelin synthetase%2C component D,ecoli,14
265,fepA,-,609477,611717,outer membrane receptor for ferric enterobactin (enterochelin) and colicins B and D,ecoli,246
266,fepC,-,618607,619422,ATP-binding component of ferric enterobactin transport,ecoli,106
267,fepG,-,619419,620411,ferric enterobactin transport protein%3B membrane component of ABC superfamily,ecoli,141
268,fepD,-,620408,621412,ferric enterobactin (enterochelin) transport%3B membrane component of ABC superfamily,ecoli,80
269,fepB,-,622777,623733,ferric enterobactin (enterochelin) binding protein%3B periplasmic component%3B periplasmic-binding component of ABC superfamily,ecoli,38
270,ybdH,-,631612,632700,putative oxidoreductase,ecoli,425
271,ybdM,-,633970,634599,hypothetical protein,ecoli,12
272,ybdN,-,634572,635792,hypothetical protein,ecoli,10
273,ybdO,-,635939,636841,putative transcriptional regulator LYSR-type,ecoli,0
274,dsbG,-,637050,637796,thiol:disulfide interchange protein,ecoli,32
275,uspG,-,640662,641090,universal stress protein UP12,ecoli,202
276,rnk,-,642780,643190,regulator of nucleoside diphosphate kinase,ecoli,40
277,rna,-,643420,644226,RNase I%2C cleaves phosphodiester bond between any two nucleotides,ecoli,246
278,citT,-,644340,645803,citrate:succinate antiporter,ecoli,36
279,citG,-,645854,646732,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,ecoli,1
280,citX,-,646707,647258,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,ecoli,5
281,citF,-,647262,648794,citrate lyase alpha chain,ecoli,18
282,citE,-,648805,649713,citrate lyase%2C citryl-ACP lyase (beta) subunit,ecoli,1
283,citD,-,649710,650006,citrate lyase acyl carrier protein (gamma chain),ecoli,0
284,citC,-,650021,651079,citrate lyase synthetase (citrate (pro-3S)-lyase ligase,ecoli,0
285,dcuC,-,653806,655191,transport of dicarboxylates,ecoli,111
286,crcB,-,656778,657161,putative fluoride exporter%3B inner membrane protein associated with chromosome condensation,ecoli,13
287,lipA,-,658474,659439,lipoate synthesis%2C sulfur insertion?,ecoli,2147
288,ybeF,-,659648,660601,putative transcriptional regulator LYSR-type,ecoli,3
289,lipB,-,660860,661501,protein of lipoate biosynthesis,ecoli,699
290,ybeD,-,661602,661865,conserved protein%2C UPF0250 family,ecoli,47
291,dacA,-,661975,663186,D-alanyl-D-alanine carboxypeptidase%2C fraction A%3B penicillin-binding protein 5,ecoli,545
292,rlpA,-,663325,664413,a minor lipoprotein,ecoli,4042
293,mrdB,-,664424,665536,rod shape-determining membrane protein%3B sensitivity to radiation and drugs,ecoli,535
294,mrdA,-,665539,667440,cell elongation%2C e phase%3B peptidoglycan synthetase%3B penicillin-binding protein 2,ecoli,2266
295,rlmH,-,667471,667938,23S rRNA m(3)Psi1915 pseudouridine methyltransferase%2C SAM-dependent,ecoli,2283
296,rsfS,-,667942,668259,ribosomal silencing factor,ecoli,615
297,cobC,-,668519,669130,homolog of Salmonella cobC%2C a phosphohistidine protein,ecoli,386
298,nadD,-,669154,669795,nicotinic acid mononucleotide adenylyltransferase%2C NAD(P)-dependent,ecoli,622
299,holA,-,669797,670828,DNA polymerase III%2C delta subunit,ecoli,1531
300,lptE,-,670828,671409,a minor lipoprotein,ecoli,1137
301,leuS,-,671424,674006,leucine tRNA synthetase,ecoli,7774
302,ybeQ,-,674793,675770,hypothetical protein,ecoli,29
303,ybeT,-,678075,678629,conserved protein%2C Sel1 family,ecoli,0
304,hscC,-,680946,682616,Hsp70 family chaperone Hsc62%2C binds to RpoD and inhibits transcription,ecoli,128
305,rihA,-,682700,683635,ribonucleoside hydrolase 1,ecoli,292
306,gltL,-,683753,684478,ATP-binding protein of glutamate/aspartate transport system,ecoli,393
307,gltK,-,684478,685152,glutamate/aspartate transport system permease%3B membrane component of ABC superfamily,ecoli,181
308,gltJ,-,685152,685892,glutamate/aspartate transport system permease%3B membrane component of ABC superfamily,ecoli,101
309,gltI,-,686062,686970,periplasmic-binding component of ABC superfamily,ecoli,587
310,insH1,-,687220,688236,IS5 transposase and trans-activator,ecoli,0
311,lnt,-,688566,690104,apolipoprotein N-acyltransferase%2C copper homeostasis protein%2C inner membrane,ecoli,2297
312,ybeX,-,690129,691007,putative transport protein,ecoli,4110
313,ybeY,-,691097,691564,metal-binding heat shock protein required for rRNA maturation,ecoli,1413
314,ybeZ,-,691561,692601,putative ATP-binding protein in pho regulon,ecoli,7821
315,miaB,-,692754,694178,tRNA-i(6)A37 methylthiotransferase,ecoli,1931
316,asnB,-,696736,698400,asparagine synthetase B,ecoli,3302
317,nagD,-,698797,699549,N-acetylglucosamine metabolism,ecoli,1896
318,nagC,-,699597,700817,transcriptional repressor of nag (N-acetylglucosamine) operon,ecoli,2976
319,nagA,-,700826,701974,N-acetylglucosamine-6-phosphate deacetylase,ecoli,2796
320,nagB,-,702034,702834,glucosamine-6-phosphate deaminase,ecoli,890
321,fur,-,709423,709869,negative regulator,ecoli,538
322,uof,-,709862,709948,ryhB-regulated fur leader peptide,ecoli,11
323,fldA,-,710158,710688,flavodoxin 1,ecoli,444
324,ybfE,-,710828,711121,conserved protein%2C LexA-regulated,ecoli,80
325,ybfF,-,711261,712025,acyl-CoA esterase,ecoli,335
326,ybfG,-,715170,715820,pseudogene,ecoli,3
327,ybfI,-,715944,716093,pseudogene,ecoli,1
328,potE,-,716169,717488,putrescine transport protein,ecoli,258
329,speF,-,717485,719683,ornithine decarboxylase isozyme%2C inducible,ecoli,32
330,kdpE,-,720279,720956,regulator of kdp operon (transcriptional effector),ecoli,739
331,kdpD,-,720953,723637,sensor for high-affinity potassium transport system%3B sensory histidine kinase,ecoli,2421
332,kdpC,-,723630,724202,high-affinity potassium transport system,ecoli,84
333,kdpB,-,724211,726259,ATPase of high-affinity potassium transport system%2C B chain,ecoli,303
334,kdpA,-,726282,727955,ATPase of high-affinity potassium transport system%2C A chain,ecoli,52
335,kdpF,-,727955,728044,potassium ion accessory transporter subunit,ecoli,0
336,dtpD,-,740298,741779,putative transport protein,ecoli,226
337,abrB,-,745946,746992,putative transport protein,ecoli,269
338,ybgO,-,747144,748205,putative fimbrial-like adhesin protein,ecoli,7
339,ybgP,-,748202,748930,putative chaperone,ecoli,1
340,ybgQ,-,748945,751392,putative outer membrane protein,ecoli,6
341,ybgD,-,751452,752018,putative fimbrial-like protein,ecoli,1
342,gltA,-,752408,753691,citrate synthase,ecoli,4232
