,Name,Strand,Start,Stop,Note,Genome,Counts
32,sgrR,-,75644,77299,putative transport protein,ecoli,518
33,leuD,-,78848,79453,isopropylmalate isomerase subunit,ecoli,200
34,leuC,-,79464,80864,3-isopropylmalate isomerase (dehydratase) subunit,ecoli,170
35,leuB,-,80867,81958,3-isopropylmalate dehydrogenase%2C NAD(+)-dependent,ecoli,110
36,leuA,-,81958,83529,2-isopropylmalate synthase,ecoli,124
37,leuL,-,83622,83708,leu operon leader peptide,ecoli,0
38,yacG,-,111649,111846,DNA gyrase inhibitor,ecoli,225
39,zapD,-,111856,112599,FtsZ stabilizer,ecoli,606
40,coaE,-,112599,113219,putative DNA repair protein,ecoli,370
41,hofC,-,114522,115724,putative integral membrane protein involved in biogenesis of fimbriae%2C protein transport%2C DNA uptake,ecoli,62
42,hofB,-,115714,117099,putative integral membrane protein involved in biogenesis of fimbriae%2C protein transport%2C DNA uptake,ecoli,189
43,ppdD,-,117109,117549,prelipin peptidase dependent protein,ecoli,6
44,nadC,-,117752,118645,quinolinate phosphoribosyltransferase,ecoli,1015
45,aroP,-,120178,121551,aromatic amino acid transport protein,ecoli,336
46,yacH,-,129407,131260,putative membrane protein,ecoli,31
47,speD,-,134788,135582,S-adenosylmethionine decarboxylase,ecoli,531
48,speE,-,135598,136464,spermidine synthase %3D putrescine aminopropyltransferase,ecoli,778
49,yacC,-,136570,136917,conserved protein%2C PulS_OutS family,ecoli,349
50,gcd,-,138835,141225,glucose dehydrogenase,ecoli,191
51,can,-,142008,142670,putative carbonic anhdrase,ecoli,889
52,panD,-,146314,146694,aspartate 1-decarboxylase,ecoli,1981
53,panC,-,147944,148795,pantothenate synthetase,ecoli,4645
54,panB,-,148807,149601,3-methyl-2-oxobutanoate hydroxymethyltransferase,ecoli,2549
55,yadC,-,149715,150953,putative fimbrial-like protein,ecoli,21
56,yadK,-,151003,151599,putative fimbrial protein,ecoli,11
57,yadL,-,151626,152231,putative fimbrial protein,ecoli,11
58,yadM,-,152243,152812,putative fimbrial-like protein,ecoli,16
59,htrE,-,152829,155426,probable outer membrane porin protein involved in fimbrial assembly,ecoli,34
60,yadV,-,155461,156201,probable pilin chaperone similar to PapD,ecoli,6
61,yadN,-,156299,156883,putative fimbrial-like protein,ecoli,4
62,folK,-,157253,157732,7%2C8-dihydro-6-hydroxymethylpterin- pyrophosphokinase,ecoli,168
63,pcnB,-,157729,159126,poly(A) polymerase,ecoli,1656
64,gluQ,-,159186,160112,putative tRNA synthetase,ecoli,130
65,dksA,-,160149,160604,dnaK suppressor protein,ecoli,12998
66,sfsA,-,160782,161486,probable regulator for maltose metabolism,ecoli,3475
67,ligT,-,161501,162031,2'-5' RNA ligase,ecoli,163
68,hemL,-,173602,174882,glutamate-1-semialdehyde aminotransferase (aminomutase),ecoli,3589
69,yadS,-,177001,177624,inner membrane protein%2C UPF0126 family,ecoli,284
70,btuF,-,177662,178462,vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily,ecoli,551
71,mtn,-,178455,179153,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,ecoli,4317
72,yaeH,-,183709,184095,putative structural protein,ecoli,6465
73,yaeI,-,184257,185069,phosphodiesterase with model substrate bis-pNPP,ecoli,202
74,dapD,-,185123,185947,2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate N-succinyltransferase,ecoli,6392
75,glnD,-,185978,188650,protein PII%3B uridylyltransferase acts on regulator of glnA,ecoli,1313
76,map,-,188712,189506,methionine aminopeptidase,ecoli,2234
77,rof,-,213678,213932,modulator of Rho-dependent transcription termination,ecoli,3269
78,yaeP,-,213925,214125,conserved hypothetical protein,ecoli,1703
79,yaeF,-,216179,217003,putative lipoprotein,ecoli,31
80,proS,-,217057,218775,proline tRNA synthetase,ecoli,4871
81,tsaA,-,218887,219594,tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase%2C SAM-dependent,ecoli,674
82,rcsF,-,219591,219995,regulator in colanic acid synthesis%3B interacts with RcsB,ecoli,1000
83,metQ,-,220113,220928,D-methionine transport protein (ABC superfamily%2C peri_bind),ecoli,2218
84,metI,-,220968,221621,D- and L-methionine transport protein (ABC superfamily%2C membrane),ecoli,503
85,metN,-,221614,222645,D- and L-methionine transport protein (ABC superfamily%2C atp_bind),ecoli,419
86,yafC,-,229967,230881,putative transcriptional regulator LYSR-type,ecoli,1228
87,mltD,-,232597,233955,putative membrane-bound lytic murein transglycosylase D,ecoli,1682
88,gloB,-,234027,234782,probable hydroxyacylglutathione hydrolase,ecoli,1214
89,rnhA,-,235535,236002,RNase HI%2C degrades RNA of DNA-RNA hybrids%2C participates in DNA replication,ecoli,282
90,ykfM,-,238257,238736,hypothetical protein,ecoli,2
91,yafU,-,238746,239102,pseudogene,ecoli,1
92,yafV,-,239419,240189,putative EC 3.5. amidase-type enzyme,ecoli,982
93,fadE,-,240859,243303,acyl coenzyme A dehydrogenase,ecoli,323
94,yafK,-,245065,245805,hypothetical protein,ecoli,849
95,yafQ,-,245961,246239,translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ,ecoli,735
96,dinJ,-,246242,246502,damage-inducible protein J,ecoli,256
97,lfhA,-,248358,250070,pseudogene%2C flagellar system protein%2C promoterless fragment~flagellar biosynthesis,ecoli,55
98,pepD,-,254259,255716,aminoacyl-histidine dipeptidase (peptidase D),ecoli,11496
99,phoE,-,258269,259324,outer membrane pore protein E (E%2CIc%2CNmpAB),ecoli,31
100,ykfN,-,262374,262436,pseudogene%2C YdiA family,ecoli,0
101,ykfI,-,262552,262893,CP4-6 prophage%3B toxin of the YkfI-YafW toxin-antitoxin system,ecoli,0
102,yafW,-,262914,263231,CP4-6 prophage%3B antitoxin of the YkfI-YafW toxin-antitoxin system,ecoli,5
103,ykfH,-,263250,263471,hypothetical protein,ecoli,0
104,ykfG,-,263480,263956,putative DNA repair protein,ecoli,0
105,yafX,-,263972,264430,CP4-6 prophage%3B putative protein,ecoli,0
106,ykfF,-,264528,264767,CP4-6 prophage%3B putative protein,ecoli,0
107,ykfB,-,264844,265311,CP4-6 prophage%3B putative protein,ecoli,423
108,yafY,-,265334,265777,hypothetical transcriptional regulator,ecoli,77
109,ykfL,-,265777,265998,pseudogene%2C CP4-6 putative prophage remnant%3BPhage or Prophage Related,ecoli,6
110,ykfK,-,266000,266191,CP4-6 prophage%3B predicted DNA-binding transcriptional regulator%3BPhage or Prophage Related,ecoli,0
111,yafZ,-,266408,267229,CP4-6 prophage%3B conserved protein,ecoli,12
112,ykfA,-,267321,268184,putative GTP-binding protein,ecoli,336
113,perR,-,268513,269406,peroxide resistance protein,ecoli,39
114,insH1,-,273325,274341,IS5 transposase and trans-activator,ecoli,3
115,afuC,-,276980,278026,putative ATP-binding component of a transport system,ecoli,42
116,afuB,-,278038,278385,pseudogene%2C CP4-6 prophage%3B predicted ferric transporter subunit%3BPhage or Prophage Related,ecoli,11
117,insB1,-,278402,278905,IS1 transposase B,ecoli,0
118,insA,-,278824,279099,IS1 repressor TnpA,ecoli,7
119,insX,-,279338,279586,pseudogene%2C predicted IS3 family transposase,ecoli,306
120,yagB,-,279651,279959,pseudogene%2C CP4-6 prophage%3BPhage or Prophage Related,ecoli,132
121,yagA,-,280053,281207,CP4-6 prophage%3B predicted DNA-binding transcriptional regulator,ecoli,24
122,yagI,-,287628,288386,putative regulator,ecoli,500
123,argF,-,288525,289529,ornithine carbamoyltransferase 2%2C chain F,ecoli,236
124,insB1,-,289873,290376,IS1 transposase B,ecoli,0
125,insA,-,290295,290570,IS1 repressor TnpA,ecoli,0
126,yagK,-,291546,292172,CP4-6 prophage%3B conserved protein,ecoli,48
127,yagL,-,292444,293142,DNA-binding protein,ecoli,18
128,yagM,-,293169,294023,CP4-6 prophage%3B putative protein,ecoli,5
129,yagN,-,294363,294803,CP4-6 prophage%3B putative protein,ecoli,1239
130,intF,-,294920,296320,putative phage integrase,ecoli,955
131,yagP,-,296605,296943,pseudogene%2C LysR family%2C fragment%3Bputative regulator%3B Not classified~putative transcriptional regulator LYSR-type,ecoli,17
132,ykgT,-,296938,297015,pseudogene%2C MobA-related,ecoli,3
133,paoD,-,296994,297950,moco insertion factor for PaoABC aldehyde oxidoreductase,ecoli,45
134,paoC,-,297960,300158,PaoABC aldehyde oxidoreductase%2C Moco-containing subunit,ecoli,48
135,paoB,-,300155,301111,PaoABC aldehyde oxidoreductase%2C FAD-containing subunit,ecoli,18
136,paoA,-,301108,301797,putative xanthine dehydrogenase,ecoli,13
137,ykgJ,-,303077,303406,putative ferredoxin,ecoli,94
138,ecpE,-,303719,304429,hypothetical protein,ecoli,114
139,ecpD,-,304398,306041,putative receptor,ecoli,116
140,ecpC,-,306031,308556,putative enzyme,ecoli,77
141,ecpB,-,308582,309250,hypothetical protein,ecoli,6
142,ecpA,-,309308,309895,cryptic Mat fimbrillin gene,ecoli,56
143,ecpR,-,309970,310560,putative regulator,ecoli,0
144,ykgO,-,311598,311738,RpmJ-like protein,ecoli,15
145,ykgM,-,311738,312001,50S ribosomal protein L31 type B%3B alternative L31 utilized during zinc limitation,ecoli,21
146,ykgR,-,312365,312466,expressed protein,ecoli,9
147,ykgP,-,312940,313029,pseudogene%2C oxidoreductase family,ecoli,0
148,ykgA,-,315710,316393,pseudogene%2C AraC family%3Bputative regulator%3B Not classified~putative ARAC-type regulatory protein,ecoli,76
149,ykgB,-,316950,317543,inner membrane protein%2C DUF417 family,ecoli,10
150,ykgI,-,317555,317791,the overlapping ORF b0302 on the opposite strand is no longer thought to be an actual gene%2C and has been deaccessioned,ecoli,3
151,ykgC,-,317900,319225,putative oxidoreductase,ecoli,140
152,ykgH,-,323920,324588,putative inner membrane protein,ecoli,4
153,betA,-,324801,326471,choline dehydrogenase%2C a flavoprotein,ecoli,142
154,betB,-,326485,327957,NAD+-dependent betaine aldehyde dehydrogenase,ecoli,203
155,betI,-,327971,328558,probably transcriptional repressor of bet genes,ecoli,143
156,yahB,-,332725,333657,putative transcriptional regulator LYSR-type,ecoli,342
157,yahC,-,333749,334246,putative inner membrane protein,ecoli,55
158,yahN,-,344890,345561,putative cytochrome subunit of dehydrogenase,ecoli,2806
159,prpR,-,346081,347667,regulator for prp operon,ecoli,35
160,cynR,-,357015,357914,cyn operon positive regulator,ecoli,147
161,lacA,-,360473,361084,thiogalactoside acetyltransferase,ecoli,23
162,lacY,-,361150,362403,galactoside permease (lactose permease%2C M protein) (MFS family),ecoli,31
163,lacZ,-,362455,365529,beta-D-galactosidase,ecoli,96
164,lacI,-,365652,366734,transcriptional repressor of the lac operon,ecoli,49444
165,mhpR,-,366811,367644,transcriptional regulator for mhp operon,ecoli,236
166,frmB,-,376759,377592,putative S-formylglutathione hydrolase,ecoli,226
167,frmA,-,377686,378795,alcohol dehydrogenase class III%3B formaldehyde dehydrogenase%2C glutathione-dependent,ecoli,2120
168,frmR,-,378830,379105,repressor of frmRAB,ecoli,519
169,yaiO,-,379293,380066,outer membrane protein,ecoli,67
170,yaiX,-,380068,380483,pseudogene%2C interrupted by IS2A%2C acetyltransferase homolog~putative transferase~nonfunctional%3B interruped by IS2,ecoli,4
171,yaiX,-,381815,382096,pseudogene%2C interrupted by IS2A%2C acetyltransferase homolog~putative transferase~nonfunctional%3B interruped by IS2,ecoli,15
172,yaiP,-,381963,383159,polysaccharide metabolism,ecoli,22
173,yaiS,-,383283,383840,hypothetical protein,ecoli,7
174,hemB,-,387977,388951,5-aminolevulinate dehydratase %3D porphobilinogen synthase,ecoli,2341
175,insF1,-,390963,391829,IS3 transposase B,ecoli,0
176,insE1,-,391826,392125,IS3 transposase A,ecoli,0
177,ampH,-,394354,395511,penicillin-binding protein,ecoli,546
178,yaiY,-,398249,398557,inner membrane protein%2C DUF2755 family,ecoli,17
179,ddlA,-,399053,400147,D-alanine-D-alanine ligase A,ecoli,1917
180,proC,-,404059,404868,pyrroline-5-carboxylate reductase,ecoli,1066
181,rdgC,-,408332,409243,nucleoid-associated ssDNA and dsDNA binding protein%3B competitive inhibitor of RecA function,ecoli,822
182,araJ,-,410521,411705,involved in either transport or processing of arabinose polymers,ecoli,297
183,sbcC,-,411831,414977,ATP-dependent dsDNA exonuclease,ecoli,531
184,sbcD,-,414974,416176,ATP-dependent dsDNA exonuclease,ecoli,253
185,acpH,-,423561,424142,putative glycoprotein,ecoli,118
186,tsx,-,430353,431237,nucleoside channel%3B receptor of phage T6 and colicin K,ecoli,6280
187,yajI,-,431536,432075,putative lipoprotein,ecoli,120
188,yajO,-,436385,437359,putative NAD(P)H-dependent xylose reductase,ecoli,2801
189,dxs,-,437539,439401,1-deoxyxylulose-5-phosphate synthase%3B flavoprotein,ecoli,1734
190,ispA,-,439426,440325,geranyltranstransferase,ecoli,1300
191,xseB,-,440325,440567,exonuclease VII%2C small subunit,ecoli,634
192,yajL,-,442275,442865,oxidative-stress-resistance chaperone,ecoli,1205
193,panE,-,442828,443739,2-dehydropantoate 2-reductase,ecoli,1180
194,yajR,-,444526,445890,putative transport protein,ecoli,553
195,cyoE,-,446039,446929,protoheme IX farnesyltransferase (haeme O biosynthesis),ecoli,11127
196,cyoD,-,446941,447270,cytochrome o ubiquinol oxidase subunit IV,ecoli,2462
197,cyoC,-,447270,447884,cytochrome o ubiquinol oxidase subunit III,ecoli,1853
198,cyoB,-,447874,449865,cytochrome o ubiquinol oxidase subunit I,ecoli,4022
199,cyoA,-,449887,450834,cytochrome o ubiquinol oxidase subunit II,ecoli,2203
200,ampG,-,451294,452769,regulates beta-lactamase synthesis,ecoli,662
201,yajG,-,452813,453391,putative polymerase/proteinase,ecoli,1354
202,queC,-,464076,464771,7-cyano-7-deazaguanine (preQ0) synthase%3B queuosine biosynthesis,ecoli,1312
203,ybaE,-,464836,466536,putative transporter subunit: periplasmic-binding component of ABC superfamily,ecoli,2167
204,tesB,-,473525,474385,acyl-CoA thioesterase II,ecoli,961
205,ybaZ,-,475206,475595,excision repair protein%2C alkyltransferase-like protein ATL,ecoli,143
206,ylaB,-,476291,477841,putative membrane-anchored cyclic-di-GMP phosphodiesterase,ecoli,499
207,ylaC,-,478005,478475,inner membrane protein%2C DUF1449 family,ecoli,537
208,maa,-,478591,479142,maltose O-acetyltransferase,ecoli,620
209,hha,-,479314,479532,haemolysin expression modulating protein,ecoli,606
210,tomB,-,479558,479932,Hha toxicity attenuator%3B conjugation-related protein,ecoli,647
211,acrB,-,480478,483627,acridine efflux pump,ecoli,5709
212,acrA,-,483650,484843,acridine efflux pump,ecoli,2091
213,ybaM,-,489334,489495,hypothetical protein,ecoli,158
214,priC,-,489509,490036,primosomal replication protein N'',ecoli,372
215,aes,-,498238,499197,acetyl esterase,ecoli,1227
216,ybaL,-,500786,502462,putative transport protein,ecoli,2230
217,fsr,-,502700,503920,fosmidomycin resistance protein,ecoli,524
218,ybaK,-,505827,506306,hypothetical protein,ecoli,209
219,ybaP,-,506510,507304,putative ligase,ecoli,484
220,copA,-,508099,510603,copper transporter,ecoli,2271
221,ybbJ,-,513625,514083,inner membrane protein that stimulates the ftsH htpX mutant suppressor activity of QmcA,ecoli,741
222,qmcA,-,514080,514997,putative protease,ecoli,825
223,ybbN,-,516649,517503,putative thioredoxin-like protein,ecoli,3119
224,ybbO,-,517564,518373,putative oxidoreductase,ecoli,482
225,tesA,-,518363,518989,acyl-CoA thioesterase I%3B also functions as protease I,ecoli,471
226,ylbG,-,528819,528884,pseudogene%2C DNA-binding transcriptional regulator homology,ecoli,9
227,ylbG,-,528884,529240,pseudogene%2C DNA-binding transcriptional regulator homology,ecoli,125
228,selU,-,529356,530450,putative capsule anchoring protein,ecoli,429
229,allS,-,530519,531445,putative transcriptional regulator LYSR-type,ecoli,68
230,ylbA,-,542485,543270,hypothetical protein,ecoli,234
231,allC,-,543281,544516,allantoate amidohydrolase,ecoli,144
232,allD,-,544538,545587,ureidoglycolate dehydrogenase,ecoli,22
233,purK,-,550750,551817,phosphoribosylaminoimidazole carboxylase %3D AIR carboxylase%2C CO(2)-fixing subunit,ecoli,236
234,purE,-,551814,552323,phosphoribosylaminoimidazole carboxylase %3D AIR carboxylase%2C catalytic subunit,ecoli,128
235,lpxH,-,552441,553163,UDP-2%2C3-diacylglucosamine pyrophosphatase,ecoli,1027
236,ppiB,-,553166,553660,peptidyl-prolyl cis-trans isomerase B (rotamase B),ecoli,6997
237,ybcI,-,555255,555776,inner membrane protein%2C DUF457 family,ecoli,23
238,ybcJ,-,555884,556096,ribosome-associated protein%3B predicted RNA-binding protein,ecoli,333
239,folD,-,556098,556964,5%2C10-methylene-tetrahydrofolate dehydrogenase%3B 5%2C10-methylene-tetrahydrofolate cyclohydrolase,ecoli,1209
240,fimZ,-,563071,563703,fimbrial Z protein%3B probable signal transducer,ecoli,3
241,intD,-,564038,565201,prophage DLP12 integrase,ecoli,1361
242,xisD,-,565081,565302,pseudogene%2C exisionase in defective prophage DLP12%3BPhage or Prophage Related,ecoli,7
243,exoD,-,565321,565599,pseudogene%2C DLP12 prophage%3B predicted exonuclease%3BPhage or Prophage Related,ecoli,11
244,nmpC,-,573752,573809,DLP12 prophage%3B truncated outer membrane porin (pseudogene)%3BIS%2C phage%2C Tn%3B Phage or Prophage Related~outer membrane porin protein%3B locus of qsr prophage,ecoli,248
245,insH1,-,573960,574976,IS5 transposase and trans-activator,ecoli,1488
246,nmpC,-,575009,576048,DLP12 prophage%3B truncated outer membrane porin (pseudogene)%3BIS%2C phage%2C Tn%3B Phage or Prophage Related~outer membrane porin protein%3B locus of qsr prophage,ecoli,33867
247,borD,-,577823,578116,bacteriophage lambda Bor protein homolog,ecoli,2362
248,ybcV,-,578407,578817,putative an envelop protein,ecoli,9
249,ylcI,-,579474,579668,hypothetical protein,ecoli,26
250,ybcY,-,581375,582027,pseudogene%2C DLP12 prophage%3B methyltransferase homology%3BPhage or Prophage Related,ecoli,56
251,ybcY,-,582026,582029,pseudogene%2C DLP12 prophage%3B methyltransferase homology%3BPhage or Prophage Related,ecoli,0
252,ompT,-,583903,584856,outer membrane protein 3b (a)%2C protease VII,ecoli,9615
253,envY,-,585370,586131,envelope protein%3B thermoregulation of porin biosynthesis,ecoli,77
254,ybcH,-,586314,587204,hypothetical protein,ecoli,101
255,nfrA,-,587205,590177,bacteriophage N4 receptor%2C outer membrane protein,ecoli,524
256,nfrB,-,590164,592401,bacteriophage N4 receptor%2C subunit%2C inner membrane protein,ecoli,215
257,cusS,-,592551,593993,sensory histidine kinase in two-component regulatory system with CusR%2C senses copper ions,ecoli,132
258,cusR,-,593983,594666,DNA-binding response regulator in two-component regulatory system with CusS,ecoli,307
259,ybdG,-,602639,603886,putative transport,ecoli,792
260,nfsB,-,603994,604647,oxygen-insensitive NAD(P)H nitroreductase,ecoli,3938
261,ybdF,-,604741,605109,hypothetical protein,ecoli,496
262,ybdJ,-,605174,605422,putative inner membrane protein,ecoli,83
263,ybdK,-,605488,606606,weak gamma-glutamyl:cysteine ligase,ecoli,413
264,entD,-,608682,609302,enterochelin synthetase%2C component D,ecoli,19
265,fepA,-,609477,611717,outer membrane receptor for ferric enterobactin (enterochelin) and colicins B and D,ecoli,132
266,fepC,-,618607,619422,ATP-binding component of ferric enterobactin transport,ecoli,34
267,fepG,-,619419,620411,ferric enterobactin transport protein%3B membrane component of ABC superfamily,ecoli,40
268,fepD,-,620408,621412,ferric enterobactin (enterochelin) transport%3B membrane component of ABC superfamily,ecoli,44
269,fepB,-,622777,623733,ferric enterobactin (enterochelin) binding protein%3B periplasmic component%3B periplasmic-binding component of ABC superfamily,ecoli,72
270,ybdH,-,631612,632700,putative oxidoreductase,ecoli,342
271,ybdM,-,633970,634599,hypothetical protein,ecoli,153
272,ybdN,-,634572,635792,hypothetical protein,ecoli,16
273,ybdO,-,635939,636841,putative transcriptional regulator LYSR-type,ecoli,10
274,dsbG,-,637050,637796,thiol:disulfide interchange protein,ecoli,175
275,uspG,-,640662,641090,universal stress protein UP12,ecoli,12535
276,rnk,-,642780,643190,regulator of nucleoside diphosphate kinase,ecoli,1392
277,rna,-,643420,644226,RNase I%2C cleaves phosphodiester bond between any two nucleotides,ecoli,636
278,citT,-,644340,645803,citrate:succinate antiporter,ecoli,40
279,citG,-,645854,646732,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,ecoli,2
280,citX,-,646707,647258,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,ecoli,5
281,citF,-,647262,648794,citrate lyase alpha chain,ecoli,27
282,citE,-,648805,649713,citrate lyase%2C citryl-ACP lyase (beta) subunit,ecoli,13
283,citD,-,649710,650006,citrate lyase acyl carrier protein (gamma chain),ecoli,2
284,citC,-,650021,651079,citrate lyase synthetase (citrate (pro-3S)-lyase ligase,ecoli,22
285,dcuC,-,653806,655191,transport of dicarboxylates,ecoli,27761
286,crcB,-,656778,657161,putative fluoride exporter%3B inner membrane protein associated with chromosome condensation,ecoli,113
287,lipA,-,658474,659439,lipoate synthesis%2C sulfur insertion?,ecoli,3211
288,ybeF,-,659648,660601,putative transcriptional regulator LYSR-type,ecoli,26
289,lipB,-,660860,661501,protein of lipoate biosynthesis,ecoli,691
290,ybeD,-,661602,661865,conserved protein%2C UPF0250 family,ecoli,689
291,dacA,-,661975,663186,D-alanyl-D-alanine carboxypeptidase%2C fraction A%3B penicillin-binding protein 5,ecoli,1005
292,rlpA,-,663325,664413,a minor lipoprotein,ecoli,1835
293,mrdB,-,664424,665536,rod shape-determining membrane protein%3B sensitivity to radiation and drugs,ecoli,413
294,mrdA,-,665539,667440,cell elongation%2C e phase%3B peptidoglycan synthetase%3B penicillin-binding protein 2,ecoli,815
295,rlmH,-,667471,667938,23S rRNA m(3)Psi1915 pseudouridine methyltransferase%2C SAM-dependent,ecoli,963
296,rsfS,-,667942,668259,ribosomal silencing factor,ecoli,487
297,cobC,-,668519,669130,homolog of Salmonella cobC%2C a phosphohistidine protein,ecoli,87
298,nadD,-,669154,669795,nicotinic acid mononucleotide adenylyltransferase%2C NAD(P)-dependent,ecoli,232
299,holA,-,669797,670828,DNA polymerase III%2C delta subunit,ecoli,562
300,lptE,-,670828,671409,a minor lipoprotein,ecoli,1242
301,leuS,-,671424,674006,leucine tRNA synthetase,ecoli,4978
302,ybeQ,-,674793,675770,hypothetical protein,ecoli,50
303,ybeT,-,678075,678629,conserved protein%2C Sel1 family,ecoli,0
304,hscC,-,680946,682616,Hsp70 family chaperone Hsc62%2C binds to RpoD and inhibits transcription,ecoli,163
305,rihA,-,682700,683635,ribonucleoside hydrolase 1,ecoli,2783
306,gltL,-,683753,684478,ATP-binding protein of glutamate/aspartate transport system,ecoli,443
307,gltK,-,684478,685152,glutamate/aspartate transport system permease%3B membrane component of ABC superfamily,ecoli,183
308,gltJ,-,685152,685892,glutamate/aspartate transport system permease%3B membrane component of ABC superfamily,ecoli,216
309,gltI,-,686062,686970,periplasmic-binding component of ABC superfamily,ecoli,1997
310,insH1,-,687220,688236,IS5 transposase and trans-activator,ecoli,3
311,lnt,-,688566,690104,apolipoprotein N-acyltransferase%2C copper homeostasis protein%2C inner membrane,ecoli,891
312,ybeX,-,690129,691007,putative transport protein,ecoli,2372
313,ybeY,-,691097,691564,metal-binding heat shock protein required for rRNA maturation,ecoli,1214
314,ybeZ,-,691561,692601,putative ATP-binding protein in pho regulon,ecoli,3967
315,miaB,-,692754,694178,tRNA-i(6)A37 methylthiotransferase,ecoli,1090
316,asnB,-,696736,698400,asparagine synthetase B,ecoli,1818
317,nagD,-,698797,699549,N-acetylglucosamine metabolism,ecoli,1375
318,nagC,-,699597,700817,transcriptional repressor of nag (N-acetylglucosamine) operon,ecoli,2949
319,nagA,-,700826,701974,N-acetylglucosamine-6-phosphate deacetylase,ecoli,4497
320,nagB,-,702034,702834,glucosamine-6-phosphate deaminase,ecoli,3970
321,fur,-,709423,709869,negative regulator,ecoli,2134
322,uof,-,709862,709948,ryhB-regulated fur leader peptide,ecoli,189
323,fldA,-,710158,710688,flavodoxin 1,ecoli,2127
324,ybfE,-,710828,711121,conserved protein%2C LexA-regulated,ecoli,252
325,ybfF,-,711261,712025,acyl-CoA esterase,ecoli,458
326,ybfG,-,715170,715820,pseudogene,ecoli,18
327,ybfI,-,715944,716093,pseudogene,ecoli,1
328,potE,-,716169,717488,putrescine transport protein,ecoli,174
329,speF,-,717485,719683,ornithine decarboxylase isozyme%2C inducible,ecoli,40
330,kdpE,-,720279,720956,regulator of kdp operon (transcriptional effector),ecoli,235
331,kdpD,-,720953,723637,sensor for high-affinity potassium transport system%3B sensory histidine kinase,ecoli,861
332,kdpC,-,723630,724202,high-affinity potassium transport system,ecoli,44
333,kdpB,-,724211,726259,ATPase of high-affinity potassium transport system%2C B chain,ecoli,69
334,kdpA,-,726282,727955,ATPase of high-affinity potassium transport system%2C A chain,ecoli,23
335,kdpF,-,727955,728044,potassium ion accessory transporter subunit,ecoli,0
336,dtpD,-,740298,741779,putative transport protein,ecoli,118
337,abrB,-,745946,746992,putative transport protein,ecoli,2624
338,ybgO,-,747144,748205,putative fimbrial-like adhesin protein,ecoli,17
339,ybgP,-,748202,748930,putative chaperone,ecoli,14
340,ybgQ,-,748945,751392,putative outer membrane protein,ecoli,8
341,ybgD,-,751452,752018,putative fimbrial-like protein,ecoli,4
